dataset,project_data_id,source_url,donorcode,donorname,oecd_website,agencycode,agencyname,agency_url,project_url,title,description,project_no,country_name,dataset_approved_yr,commitment_amount,data_amount_unit,country_multipleInvest,q1_0,q1_1,q1_2,q1_2b,q1_3,q1_4,q1_4b,q1_4c,q1_5,q1_6,q1_6b,q1_7,q1_8,q1_9,q1_10,q1_10b,q1_11,q1_12,q1_13,q1_14,q1_15,q1_15b,q1_16,q1_17,q1_18,q1_18b,q1_18c,q1_18d,q1_18e,q1_19,q1_20,q1_20b,q1_20c,q1_21,q1_22,q1_23,q1_23b,q1_23c,q1_23d,q1_23e,q1_24,q1_24b,q1_24c,q1_24d,q2_01,q2_02,q2_03,q2_04a,q2_04b,q2_04c,q2_04d,q2_04e,q2_05,q3_01,q3_02,q3_03,q3_03b
CRS,2014001930-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Flood Damage Emergency Reconstruction Project,"Short: FLOOD DAMAGE EMERGENCY RECONSTRUCTION PROJECT Long: The project will rehabilitate infrastructure (national, provincial, and rural roads and irrigation facilities) damaged by the 2011 flood to be implemented from April 2012 to March 2015.",LN3125-CAM,Cambodia,2014,833843,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2013002525-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Decentralized Rural Infrastructure and Livelihood Project - Additional Financing,"Short: DECENTRALIZED RURAL INFRASTRUCTURE AND LIVELIHOOD PROJECT - ADDITIONAL FINANCING Long: Product type: NEW ADF.      The impact of the project will be reduced rural poverty in 18 poor and remote hill and mountain districts. The project outcome will be widened access to social services and economic opportunities. The project outcome will be achieved through the following outputs:(i) rural livelihood improved, (ii) capacity and decentralized local governance enhanced, (iii) rural transport infrastructure extended and maintained,  and (iv) project management improved.      Output 1:  Rural Livelihood Improved The project will improve community infrastructure in the 18 districts. This will include 90 school buildings and health posts, 36 foot/mule/link trails, 54 water supply and irrigation schemes, 10 micro-hydropower, 8 rural market places, 10 ropeways, and other community infrastructure.  The project will provide livelihood related skills training to 3,000 beneficiaries from the project impact zones, of which at least 40% are women and 60%, are from poor and excluded groups.   In nine pilot districts, the project will work with existing savings and credit groups, and assist BGs willing to form themselves into formal Savings and Credit Cooperatives and facilitate their access to credit from existing institutional suppliers. Output 2:  Capacity and Decentralized Local Governance Enhanced The project will improve district and national capacity building to promote improved decentralized governance. The thrust will be on establishing the capacity for sustainable management of rural road networks, strengthening the decentralized management of rural infrastructure, and raising central capacity to support local government bodies.   Output 3: Rural Transport Infrastructure Extended and Maintained The project will improve 260 kilometers (km) of rural roads in the 18 districts (200 km new and 60 km upgrading). Rural roads of 1,200 km will be maintained in the 18 districts and 6,500 meters of trail bridges will be constructed. The implementation of the road sub-projects will employ labor-based equipment-supported methods, and works performed by BGs will be promoted over construction by contractors. Only those civil works that cannot be executed by the communities may be awarded on the basis of local competitive bidding to contractors. Output 4: Project Management Improved Technical support to project implementation will be provided through a Central Implementation Support Consultant (CISC) and District Implementation Support Consultant (DISCs) in each of the 18 project districts.",LN2796-NEP,Nepal,2012,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/38426-023/main,,2,38426-023,2,2011,2,1,,1,,2,Not about irrigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2018000074,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Agrarian Reform Communities,"Short: AGRARIAN REFORM COMMUNITIES Long: The Project will increase the income of Agrarian Reform Beneficiaries (ARBs), improve their quality of life by providing basic infrastructure and development support services, and increase agricultural production. Out of 984 Agrarian Reform Communities (ARCs) nationwide, the Project will assist about 140 ARCs, selected on the basis of comprehensive criteria. The Project has four components: (a) Rural Infrastructure which includes access infrastructure (roads, bridges, etc., communal irrigation, and potable water supply, (b) Land Survey for about 100,000 ha public lands, (c) Development Support Services, namely, for Agriculture, Rural Enterprise, Community and Institutional Development. In addition, credit will be provided by the Land Bank of the Philippines (LBP) from its own resources for agricultural production and enterprise investments, and (d) Project Management and Capacity Building.",LN1667-PHI,Philippines,2019,0,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/30540-013/main,,2,30540-013,2,1998,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2019002518,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Irrigated Agriculture Improvement Project,"Short: IRRIGATED AGRICULTURE IMPROVEMENT PROJECT Long: The project will assist the Government of Cambodia to (i) modernize and improve the climate and disaster resilience of four irrigation systemsin Battambang, Kampong Cham, Kampong Thom, and Takeo provincesto supply water to 43,500 hectares (ha) for 291,847 people, of whom 148,288 (51%) are women, (ii) ensure sustainability of these irrigation schemes by strengthening the institutional and financial capacity of the government staff and farmer water user communities (FWUCs) in operation and maintenance (O&M), (iii) improve farming practices for increased agricultural productivity and crop diversification, and (iv) establish a national water resources data management center (NWRDMC), a water resources information system (WRIS), and an irrigation asset management system for better water resources management, planning, operations, and investment.",GN0681-CAM,Cambodia,2019,2160000,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/51159-002/main,,2,51159-002,1,,2,1,,1,,1,,1,,,,,,,,,,,Reports and Recommendations of the President,2,"126,450,000",USD,Total cost,,,1,,,,2,,1,Crop yield,Water use productivity,Area under irrigation,Crop diversification,,DESIGN AND MONITORING FRAMEWORK ,1,1,0,
CRS,2011001047-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Second Laguna De Bay Irrigation,"Short: SECOND LAGUNA DE BAY IRRIGATION Long: Product type: ADF - CONVERTED TO SDR. . AsDB internal sector description: Irrigation, Drainage, and Flood Protection.",LN0466-PHI(SF),Philippines,,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/ln0466/main,,2,13016,2,1980,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2012001326-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Walawe Irrigation Improvement Project,Short: WALAWE IRRIGATION IMPROVEMENT PROJECT Long:,LN0695-SRI,Sri Lanka,,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/ln0695/main,,2,16051,2,1984,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2011002109-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Flood Emergency Reconstruction Project,Short: FLOOD EMERGENCY RECONSTRUCTION PROJECT Long: Product type: NEW ADF. . AsDB internal sector description: Multisector.,LN2743-PAK(SF),Pakistan,2011,50000000,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/44372-013/main,,2,44372-013,1,,2,1,,2,"The package comprises a $654-million emergency loan (the Flood Emergency Reconstruction Project [FERP]) to help meet urgent reconstruction priorities, focused on transport (primarily roads and bridges) and irrigation. The proposed assistance package has been designed according to the priorities of the damage and needs assessment (DNA) prepared by ADB and the World Bank, in collaboration with the federal and provincial governments and other development partners.",1,,1,,,,,,,,,,,Reports and Recommendations of the President,2,"722,000,000",USD,Total cost,,,2,"209,000,000",USD,Includes (1) US$209 millions - Irrigation and flood infrastructure,2,,1,Area under irrigation,,,,,DESIGN AND MONITORING FRAMEWORK,1,0,0,
CRS,2011000998-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Chashma Right Bank Irrigation,"Short: CHASHMA RIGHT BANK IRRIGATION Long: Product type: ADF - USD DENOMINATED. . AsDB internal sector description: Irrigation, Drainage, and Flood Protection.",LN0330-PAK(SF),Pakistan,,,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2014001926-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Community-Managed Irrigated Agriculture Sector Project,"Short: COMMUNITY-MANAGED IRRIGATED AGRICULTURE SECTOR PROJECT Long: The Project aims to improve the agriculture productivity and sustainability of existing small and medium farmer-managed irrigation systems suffering from low productivity and poverty in Central and Eastern Development Regions thereby enhancing the livelihoods of the poor. This is achieved through (i) providing improved means for WUA empowerment, irrigation infrastructure, agriculture extension, and targeted livelihood enhancement to build the human capital of the poor, and (ii) strengthening policies, plans institutions and their operations for more responsive service delivery and sustainable impacts.",LN3124-NEP,Nepal,2014,6000000,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2012000878-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Mff-Punjab Irrigated Agriculture Investment Program - Project 1,"Short: MFF-PUNJAB IRRIGATED AGRICULTURE INVESTMENT PROGRAM - PROJECT 1 Long: Product type: NEW ADF - The project seeks to promote economic growth, increase farm incomes and improve resource sustainability through enhanced productivity of irrigated agriculture and improved management of Punjab's water resources. Project components include (i) rehabilitation and upgrading of Balloki Barrage including the Lower Bari Daub Canal (LBDC) and BS Link Canal head regulators, (ii) rehabilitation and upgrading of the LBDC main canal and appurtenant structures as well as branch, distributary and minor canals comprising the LBDC distribution system, (iii) intensified and rationalized systematic groundwater monitoring and strengthened groundwater resource management in the LBDC command, (iv) improved on-farm water management practice and agriculture support, and (v) institutional reform and strengthening to ensure improved operation and management of the LBDC system.The Punjab Irrigated Agriculture Project Preparation Facility (PIAPPF) will ensure that (i) forthcoming projects are expeditiously prepared to fully utilize Program resources, (ii) future projects are well designed and meet ADB guidelines, and (iii) the PIAIP is well managed.",LN2300-PAK,Pakistan,,,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2011002121-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,North East Community Restoration & Devt Project Ii-Supplementary,Short: NORTH EAST COMMUNITY RESTORATION & DEVT PROJECT II-SUPPLEMENTARY Long: Product type: NEW ADF. . AsDB internal sector description: Multisector.,LN2618-SRI(SF),Sri Lanka,,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/36601-023/main,,2,36601-023,2,2010,2,1,,2,"The main objective of NECORD-II is rapidly to improve the living conditions and well-being of a significant number of people in the conflict-affected areas of the North and East by restoring basic social infrastructure, community and public services, and livelihoods. NECORD-II will also support and augment Sri Lanka's rehabilitation and relief efforts underway in the conflict-affected areas.",2,Cannot determine how much goes to irrigation-relatec activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2012000291,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,MADHYA PRADESH ENERGY EFFICIENCY IMPROVEMENT INVESTMENT PROGRAM - TRANCHE 2,"Short: MADHYA PRADESH ENERGY EFFICIENCY IMPROVEMENT INVESTMENT PROGRAM - TRANCHE 2 Long: Product type: LIBOR BASED LOAN - The Project includes (i) feeder separation that will separate power supply lines to irrigation pumps and households, (ii) installation of high voltage distribution system (HVDS), (iii) supply quality improvement and metering, and (iv) upstream 33 kV network strengthening.",LN2830-IND,India,2012,200000000,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/43467-016/main,,2,43467-016,2,2011,2,1,,2,"Adequate and better quality power supply in rural Madhya Pradesh (MP), where 70% of the population lives, would spur economic growth and development. In order to ensure good quality, 24 hour power supply to rural households, Government of Madhya Pradesh (GoMP) has been undertaking a distribution improvement program (feeder separation program) with an approximate cost of $1100 million. The first phase of this program is already under implementation and the proposed Facility provides financial assistance to the investment program that constitutes the second phase. The investment program will install separate feeders for households and irrigation water pumps, install high voltage distribution systems (HVDS), provide new power connections, install meters, map the assets of the distribution companies and undertake network analysis to ensure better quality power supply to households and financial sustainability of the distribution companies.",2,Energy-related project,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2017002634,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Guizhou Rocky Desertification Area Water Management Project,"Short: GUIZHOU ROCKY DESERTIFICATION AREA WATER MANAGEMENT PROJECT Long: The project will help the Guizhou Provincial Government (GPG) reduce rocky desertification areas and improve the livelihoods of people living in rocky desertification areas by conserving water resources, restoring environment, ecology, and land productivity, and increasing resilience to climate change.",LN3564-PRC,China (People's Republic of),2017,37050000,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/48468-002/main,,2,48468-002,1,,2,1,,1,,1,,1,,,,,,,,,,,Reports and Recommendations of the President,2,"388,810,000",USD,Total cost,,,1,,,,2,,2,,,,,,,1,0,0,
CRS,2013000946,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Jiangsu Yancheng Wetlands Protection Project,"Short: JIANGSU YANCHENG WETLANDS PROTECTION PROJECT Long: Product type: LIBOR BASED LOAN.     The expected impact of the project will be improved ecosystem health and services in the coastal wetlands in Yancheng. The expected outcome will be increased capacity to manage and protect the wetland ecosystems in Yancheng. The project will adopt an integrated approach to address the degradation of the wetland ecosystems in Yancheng through habitats rehabilitation, invasive species control, sustainable forest management, waste management, and ecological services payments. The initial results and lessons learned from these efforts to rehabilitate wetland habitats will be replicated to other areas of the nature reserves and can be a good model for restoration of other wetlands in the PRC. The impact and outcome will be achieved through the following five project outputs: (i) wetland protection at the YRBNNR, (ii) wetland protection at the DMNNR, (iii) coastal forest improvement at the Sheyang forest farm, (iv) coastal forest improvement at the Dafeng forest farm, and (v) project management and capacity development. The project activities will include (i) wetland habitat rehabilitation and restoration, including rehydration of dehydrated critical habitats for water birds, conversion of fish ponds into wildlife habitats, and improvement of the milu drinking water and food supplies, (ii) control of the Spartina alterniflora as an invasive species along the Jiangsu coast by the use of freshwater flooding, (iii) improvement and protection of coastal forests, including improvement of the irrigation and drainage systems, fire prevention, pest early warning system and integrated pest management, and reforestation, (iv) waste management, including collection and safe disposal of solid wastes in the nature reserves, (v) pilot and demonstration of ecological compensation and sustainable use of ecological services, including the promotion of sustainable financing mechanism through provincial and municipal program, and market-based instruments, the implementation of ecological compensation program in a pilot community, agroforestry, such as forest-crop intercropping, and eco-tourism, and (vi) capacity development for wetland ecosystem protection, including research, ecological monitoring, meteorological and hydrological observation, animal rescue, technical assistance on nature reserve management planning, and training on procurement and contract management, project management, and financial management. The proposed activities will have the benefit of mitigating climate change through carbon sequestration, and the project preparatory technical assistance (PPTA) will quantify this benefit.",LN2838-PRC,China (People's Republic of),2012,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/40685-013/main,,2,40685-013,2,2011,2,1,,1,,2,Not about irrigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2011001224-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Flood Rehabilitation Project (Flood Control & Irrigation),"Short: FLOOD REHABILITATION PROJECT (FLOOD CONTROL & IRRIGATION) Long: Product type: ADF - CONVERTED TO SDR. . AsDB internal sector description: Irrigation, Drainage, and Flood Protection.",LN0882-BAN(SF),Bangladesh,,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/documents/flood-rehabilitation-project-loan-882-bansf,,,,2,1988,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2011001027-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Bukidnon Irrigation,"Short: BUKIDNON IRRIGATION Long: Product type: ADF - CONVERTED TO SDR. . AsDB internal sector description: Irrigation, Drainage, and Flood Protection.",LN0406-PHI(SF),Philippines,,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/ln0406/main,,,,2,1979,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2012001345-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Chirang Hill Irrigation Project,Short: CHIRANG HILL IRRIGATION PROJECT Long:,LN0740-BHU,Bhutan,,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/ln0740/main,,,,2,1985,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2012001909/C-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Central Region Livelihood Improvement Project,Short: CENTRAL REGION LIVELIHOOD IMPROVEMENT PROJECT Long: Central Region Livelihood Improvement Project,LN1883-VIE,Viet Nam,2002,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/33301-013/main,,2,33301-013,2,2001,2,1,,2,,2,Cannot determine how much goes to irrigation-relatec activities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2015003448,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Punjab Irrigated Agriculture Investment Program  Tranche 4,Short: PUNJAB IRRIGATED AGRICULTURE INVESTMENT PROGRAM  TRANCHE 4 Long: Description :. Product Type: Product Type: LIBOR BASED LOAN,LN3351-PAK,Pakistan,2015,26570000,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/37231-044/main,,2,37231-044,1,,2,1,,2,"ADB approved a multitranche financing facility (MFF) for the Punjab Irrigated Agriculture Investment Program for $900 million in December 2006 (reduced to $700 million in 2011 following amendment in MFF). Three tranches of total $538 million were approved. The proposed tranche is fourth and last tranche (T4), will meet $26.6 million cost overruns in T1 and remains within the MFF balance of $162 million. The T4 is classified category C for environment, involuntary resettlement, and indigenous peoples safeguards. The climate change classification is Medium as the region experienced recurring major flood events and may face future water stress. For knowledge solutions, groundwater management plan is developed in the project.",1,,1,,,,,,,,,,,Project/Program Administration Manual,2,"30,000,000",USD,Additional financing,,,1,,,,2,,2,,,,,,,1,0,0,
CRS,2012001223-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,South Rohri Fresh Groundwater Irrigation,Short: SOUTH ROHRI FRESH GROUNDWATER IRRIGATION Long:,LN0428-PAK,Pakistan,,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/ln0428/main,,,,2,1979,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2017001742,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Renewable Energy Development Sector Investment Program - Project I,"Short: RENEWABLE ENERGY DEVELOPMENT SECTOR INVESTMENT PROGRAM - PROJECT I Long: To develop indigenous, nonpolluting, and renewable sources of energy to help meet Pakistan's power shortage and diversify the power sources. It will also improve the quality of the power system, specially in rural areas. Scope: Under the first set of subprojects North-West Frontier Porvince (NWFP) will develop a cluster of small hydropower from perennial high-head rivers that are abundant in the province. Punjab province will also develop a cluster of low-head, high-volume small hydropower stations that can be installed in the existing irrigation canal system with perennial water flows. The scope may get expanded to cover other renewable sources as well as other provinces in the future. An effort will also be made for capacity development of renewable energy sector related agencies.",LN2286-PAK (USD),Pakistan,2007,,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2012000342,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,THIRD IRRIGATION SECTOR PROJECT,Short: THIRD IRRIGATION SECTOR PROJECT Long:,LN0861-INO,Indonesia,,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/ln0861/main,,,,2,1987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2011001079-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Small Scale Irrigation Sector,"Short: SMALL SCALE IRRIGATION SECTOR Long: Product type: ADF - CONVERTED TO SDR. . AsDB internal sector description: Irrigation, Drainage, and Flood Protection.",LN0558-BAN(SF),Bangladesh,,,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2020000036,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Zhejiang-Shanxi Water Supply Project (Phase I),"Short: ZHEJIANG-SHANXI WATER SUPPLY PROJECT (PHASE I) Long: The long-term objective of the Project was to alleviate the water supply crisis in Wenzhou Prefecture. The short-term objectives were to (i) provide up to 1.8 million cubic meters per day (m3 /day) of good quality raw water supply to the three main urban areas in Wenzhou Prefecture, (ii) improve flood protection for 250,000 persons in the lower Feiyun River valley, (iii) provide irrigation water for 60,000 hectares, and (iv) provide installed capacity of 220 megawatts (MW) of hydroelectric power on a peaking basis. In addition to the physical objectives, the Project aimed to support improved efficiency and governance of the Shanxi Economic Development Company (SEDC).",LN1544-PRC,China (People's Republic of),2020,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/ln1544/main,,,,2,1997,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2020001000,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,On-Farm Water Management,"Short: ON-FARM WATER MANAGEMENT Long: On-Farm Water Management, loan for Agriculture, natural resources and rural development - Irrigation, Drainage, and Flood Protection",LN0495-PAK,Pakistan,2020,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/ln0495/main,,,,2,1980,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2015003352-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Mff:Mahaweli Water Security Investment Program - T1,Short: MFF:MAHAWELI WATER SECURITY INVESTMENT PROGRAM - T1 Long: Description :. Product Type: NEW ADF,LN3268-SRI,Sri Lanka,2015,37000000,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/47381-002/main,,2,47381-002,1,,2,1,,2,"ADB and the Government of Sri Lanka are working together to deliver surplus water from the Mahaweli river basin to its dry zone, where scarce supplies undermine agricultural output and household incomes. The Mahaweli Water Security Investment Program is helping the government complete a decades-old program that is moving water from the country's largest river to its dry zone, made up of North Central Province, Central Province, North Western Province and Eastern Province. The project is building more than 260 kilometers of new and upgraded canals, reservoirs, and other irrigation infrastructure. It is also helping to conduct studies on improving water management and delivery systems. In addition to providing more irrigation water, the project is delivering clean drinking water to over 350,000 people, resulting in improved community health in areas where chronic kidney diseases are prevalent. The long term goal of the project is to reduce poverty while boosting economic growth and food security.",1,,1,,,,,,,,,,,Facility Administration Manual,2,"190,000,000",USD,Total cost for Tranche 1,,,1,,,,2,,1,Agricultural production,Area under irrigation,,,,,1,0,0,
CRS,2012002082-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Emergency Disaster Damage Rehabilitation (Sector) Project,"Short: EMERGENCY DISASTER DAMAGE REHABILITATION (SECTOR) PROJECT Long: Product type: NEW ADF - The objective of the Project is to contribute to sustainable economic growth by minimizing the devastating impact of the severe floods and cyclone, and reducing future risk from similar hazard events. The Project will focus on priority areas identified through consultation with the Government, private sector, nongovernment organizations, and other civil society organizations, and involve community participation. The Project includes capacity building and training to strengthen the Government's disaster preparedness by adopting cost-effective flood and cyclone-resistant infrastructure design standards and improved early warning systems through increased subregional cooperation. It has five parts.Part A: Quick-disbursing Component: Provide import financing for essential commodities and inputs, particularly for agriculture, needed to mitigate the adverse impact of the floods and cyclone, and facilitate quick recovery particularly of crop losses. In accordance with ADB's Disaster and Emergency Assistance Policy (2004), the Project will only finance essential imports identified for an effective disaster recovery program.Part B: Rural Infrastructure Component: Rehabilitate and restore rural infrastructure in 23 districts, including 3,000 kilometers (km) of rural roads and 9,000 meters of bridges and culverts, and build or repair 300 flood and cyclone shelters (including livestock shelters) with sanitary facilities to help communities, especially the poor, during future floods and cyclones. Part C: Municipal Infrastructure Component: Rehabilitate urban infrastructure, including 700 km of roads, 65 km of drains, 850 meters of bridges and culverts, as well as footpaths located in 30 pouroshavas (municipalities).Part D: Roads Component: Rehabilitate 800 km of damaged national, regional and district roads, and 64 bridges and culverts within the country's seven road zones. Part E: Water Resources Component: Rehabilitate flood control, drainage, and irrigation facilities, repair embankment breaches, and repair or replace flood control structures, protective works, and canals under 331 subprojects in 47 districts.",LN2409-BAN,Bangladesh,,,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/projects/41657-013/main,,2,41657-013,2,2008,2,1,,1,,1,,1,,,,,,,,,,,Project/Program Administration Manual,2,"220,000,000",USD,Total cost for Tranche 1,,,2,"31,700,000",USD,Includes (1) US$31.7 million that go to Part E: Water Resources Component,2,,2,,,,,,,1,1,0,
CRS,2018001467,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Water Resources Management And Land Improvement Project,"Short: WATER RESOURCES MANAGEMENT AND LAND IMPROVEMENT PROJECT Long: The Project was designed to improve the environment by promoting efficient use of irrigation water, increasing the productivity of the project farms, and sustaining the benefits achieved from the improvements.",LN1593-KAZ,Kazakhstan,2019,0,"USD, constant 2020",,2,1,,,,,,,1,https://www.adb.org/sites/default/files/evaluation-document/35620/files/in445-09.pdf,,,31170,2,1987,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRS,2012000873-6,,915,Asian Development Bank,,1,Asian Development Bank,https://www.adb.org/,https://www.adb.org/projects,Mff-Renewable Energy Devt Sector Investment Program-Project I,"Short: MFF-RENEWABLE ENERGY DEVT SECTOR INVESTMENT PROGRAM-PROJECT I Long: Product type: NEW ADF - To develop indigenous, nonpolluting, and renewable sources of energy to help meet Pakistan's power shortage and diversify the power sources. It will also improve the quality of the power system, specially in rural areas. Scope: Under the first set of subprojects North-West Frontier Porvince (NWFP) will develop a cluster of small hydropower from perennial high-head rivers that are abundant in the province. Punjab province will also develop a cluster of low-head, high-volume small hydropower stations that can be installed in the existing irrigation canal system with perennial water flows. The scope may get expanded to cover other renewable sources as well as other provinces in the future. An effort will also be made for capacity development of renewable energy sector related agencies.",LN2287-PAK,Pakistan,,,"USD, constant 2020",,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
